id,name,num followers,num tweets,type
1148534430895505408,Ivan24590917,1,6,layman
1134215036426227715,llvn88,12,0,layman
64052134,ezratemko,224,415,expert
4865298536,JoshSlavin,211,46,expert
351107723,carrielburk,42,25,layman
3319251823,Karl37bunge,16,20,layman
1052791498771714048,TinaPuckett18,6,32,layman
767234690910527488,RiyaBhuta,103,101,expert
1129546815941021706,AnthonyHouseJr8,0,169,layman
1130619587505086465,adam_cohan,5,0,layman
545520501,MsDevencenzi,808,2312,expert
2232564421,RJLAyalaWilt,6152,188770,celebrity
3138231717,_Demerits,186,1373,expert
305316161,MiaLynnHoward,531,970,expert
4342350028,nick_heff_20,312,702,expert
1055575917857304576,PeteGDunne,459,3492,expert
1146506710921687042,GTravisTabor,15,3,layman
1147587471447908353,ZitongMD,24,52,layman
1259549016,kylekapaun_,133,588,expert
529014286,michdschu,5,0,layman
3638994140,Rebeccaaiesec,0,0,layman
937682336551809025,shabanaharun15,0,12,layman
883743982370607104,martinMukongs,35,41,layman
978500062492987392,Lo_Mismo_,51,293,layman
563065546,DragonflyBlue24,629,9232,expert
3408166665,jjsmots,65,30,layman
1126261124394041347,gegan_miltmier,10,8,layman
1061367907,JoClevenger,261,1943,expert
720834123992969218,ntnch1776,14,7,layman
4726524865,KieriganM,223,466,expert
155822367,ChrisColacchia,10,0,layman
1141831798093053952,diatribecollege,0,5,layman
988875345150361600,DianeJacobs534,20,65,layman
1571828720,juanidinaro1,150,3187,expert
747462698892419072,ttkummer,62,9,layman
2896595795,LaurenSalliotte,6,16,layman
843452256670298112,Yogrange,6,4,layman
581652335,deltaneighbour,96,398,layman
1078950680793108480,EnjaMeda,184,721,expert
269742183,Flora_1David,32,1,layman
1131923962215092225,Chang56423011,4,1,layman
3316086847,amyjomurray,22,58,layman
2173763545,geetarair,37,26,layman
1145686147978289152,HLong85519959,0,0,layman
1130420417695428608,AnkitSh26230788,29,3792,layman
791625550028677120,IiserMohali,1082,83,celebrity
1147016593555243014,JesusIsMyTSwift,1,10,layman
1146919303515660288,jamyersecology,219,93,expert
1123646903479164928,missmoo21768384,0,0,layman
359637109,vsv512,1264,218,celebrity
1146464054342557698,MatthewCrutch12,4,3,layman
825743033673011201,AllanLiao9063,61,468,layman
30902688,sandragaveta,334,4574,expert
156300617,wnowatzke,42,456,layman
923725887740305410,SaraTes18,9,18,layman
1146656235514560513,Janet42816190,6,6,layman
1097221255223263232,JosephFaithSam2,14,104,layman
1143633810065690631,grace86423815,27,16,layman
1146588486813868032,JFitzpatrickWU,108,45,expert
82370139,SafeConnections,892,2680,expert
52866364,oleksad,107,725,expert
920731165069324290,gr8society,225,3389,expert
2295467106,redmizzou,69,292,layman
1146499953067515904,OwenCounts5,1,0,layman
1079407670765985794,VinayV821,1,0,layman
4421640017,karen4quet,9,58,layman
103377878,francis_huertap,17,119,layman
814475124724224000,BobbyJFK,1,1,layman
831008363391680517,Jaffyas,0,3,layman
15951644,sircharleshill,11,47,layman
345645695,Krolllab,96,5,layman
1146192583409975296,BilliterRoss,0,0,layman
128639098,karenkrukowski,63,125,layman
15172600,mlov,1361,6812,celebrity
779808498158739456,Cassie_Boness,585,1959,expert
855243713999712257,AnnaJia2,0,0,layman
757747555107090432,Scott_Schroer_,38,0,layman
1154135743,TLRHub,5586,10995,celebrity
